"movie","type","word","minutes_in"
"Jackie Brown","word","motherfuck",128.42
"Jackie Brown","word","motherfuck",128.47
"Jackie Brown","word","fuck",129.17
"Jackie Brown","word","fuck",129.57
"Jackie Brown","word","goddamn",130.9
"Jackie Brown","word","motherfuck",130.92
"Jackie Brown","word","motherfuck",131
"Jackie Brown","word","motherfuck",131.08
"Jackie Brown","word","motherfuck",131.18
"Jackie Brown","word","shit",131.22
"Jackie Brown","word","n - word",131.25
"Jackie Brown","word","motherfuck",131.28
"Jackie Brown","word","goddamn",131.35
"Jackie Brown","word","motherfuck",131.38
"Jackie Brown","word","shit",131.4
"Jackie Brown","word","goddamn",131.45
"Jackie Brown","word","shit",131.57
"Jackie Brown","word","n - word",131.8
"Jackie Brown","word","motherfuck",132.78
"Jackie Brown","word","ass",133.05
"Jackie Brown","word","motherfuck",133.13
"Jackie Brown","word","fuck",134
"Jackie Brown","word","goddamn",134.02
"Jackie Brown","word","fuck",134.07
"Jackie Brown","word","ass",134.18
"Jackie Brown","word","motherfuck",134.33
"Jackie Brown","word","motherfuck",134.5
"Jackie Brown","word","n - word",134.78
"Jackie Brown","word","shit",135
"Jackie Brown","word","ass",135.67
"Jackie Brown","word","dumbass",135.72
"Jackie Brown","word","bullshit",136.72
"Jackie Brown","word","fuck",136.9
"Jackie Brown","word","ass",137.13
"Jackie Brown","word","n - word",137.13
"Jackie Brown","word","goddamn",138.2
"Jackie Brown","word","bullshit",141.03
"Jackie Brown","word","bitch",141.2
"Jackie Brown","word","goddamn",141.23
"Jackie Brown","word","motherfuck",141.35
"Jackie Brown","word","n - word",141.5
"Jackie Brown","word","motherfuck",141.55
"Jackie Brown","word","motherfuck",141.8
"Jackie Brown","word","motherfuck",141.93
"Jackie Brown","word","ass",142.43
"Jackie Brown","word","fuck",142.47
"Jackie Brown","word","goddamn",142.97
"Jackie Brown","death","",143.13
